SupplierID,DemanderID,SupplyAmount
17,86,169785.1730769231
17,83,169785.1730769231
17,70,169785.1730769231
17,75,169785.1730769231
17,57,169785.1730769231
17,31,169785.1730769231
17,64,169785.1730769231
17,90,169785.1730769231
17,61,169785.1730769231
17,68,169785.1730769231
17,63,169785.1730769231
17,43,169785.1730769231
17,44,169785.1730769231
17,47,169785.1730769231
17,56,169785.1730769231
17,32,169785.1730769231
17,92,169785.1730769231
17,28,169785.1730769231
17,54,169785.1730769231
17,69,169785.1730769231
17,91,169785.1730769231
17,71,169785.1730769231
17,80,169785.1730769231
17,41,169785.1730769231
18,53,1127373.5192307692
18,78,1127373.5192307692
18,76,1127373.5192307692
18,77,1127373.5192307692
18,85,1127373.5192307692
18,49,1127373.5192307692
18,59,1127373.5192307692
18,73,1127373.5192307692
18,51,1127373.5192307692
18,38,1127373.5192307692
18,65,1127373.5192307692
18,82,1127373.5192307692
18,81,1127373.5192307692
18,74,1127373.5192307692
18,52,1127373.5192307692
18,34,1127373.5192307692
18,30,1127373.5192307692
18,89,1127373.5192307692
18,55,1127373.5192307692
18,72,1127373.5192307692
18,66,1127373.5192307692
18,33,1127373.5192307692
18,46,1127373.5192307692
18,84,1127373.5192307692
18,42,1127373.5192307692
18,62,1127373.5192307692
18,60,1127373.5192307692
18,26,1127373.5192307692
18,50,1127373.5192307692
18,67,1127373.5192307692
18,79,1127373.5192307692
18,29,1127373.5192307692
18,45,1127373.5192307692
18,39,1127373.5192307692
18,83,1127373.5192307692
18,75,1127373.5192307692
18,35,1127373.5192307692
18,88,1127373.5192307692
18,37,1127373.5192307692
18,40,1127373.5192307692
18,87,1127373.5192307692
18,48,1127373.5192307692
18,58,1127373.5192307692
18,27,1127373.5192307692
18,86,1127373.5192307692
18,31,1127373.5192307692
18,36,1127373.5192307692
18,70,1127373.5192307692
18,68,1127373.5192307692
18,64,1127373.5192307692
18,57,1127373.5192307692
18,90,1127373.5192307692
18,61,1127373.5192307692
18,44,1127373.5192307692
18,43,1127373.5192307692
18,63,1127373.5192307692
18,56,1127373.5192307692
18,32,1127373.5192307692
18,92,1127373.5192307692
18,54,1127373.5192307692
18,28,1127373.5192307692
18,47,1127373.5192307692
18,69,1127373.5192307692
18,91,1127373.5192307692
18,71,1127373.5192307692
18,80,1127373.5192307692
18,41,1127373.5192307692
8,56,4074844.076923077
8,32,4074844.076923077
8,92,4074844.076923077
8,54,4074844.076923077
8,44,4074844.076923077
8,28,4074844.076923077
8,63,4074844.076923077
8,61,4074844.076923077
8,91,4074844.076923077
8,47,4074844.076923077
8,90,4074844.076923077
8,43,4074844.076923077
8,57,4074844.076923077
8,71,4074844.076923077
8,80,4074844.076923077
8,64,4074844.076923077
8,87,4074844.076923077
8,41,4074844.076923077
8,86,4074844.076923077
8,48,4074844.076923077
8,58,4074844.076923077
8,37,4074844.076923077
8,39,4074844.076923077
8,88,4074844.076923077
8,45,4074844.076923077
8,27,4074844.076923077
8,29,4074844.076923077
8,62,4074844.076923077
8,26,4074844.076923077
8,40,4074844.076923077
8,35,4074844.076923077
8,70,4074844.076923077
8,66,4074844.076923077
8,34,4074844.076923077
8,79,4074844.076923077
8,83,4074844.076923077
8,51,4074844.076923077
8,85,4074844.076923077
8,59,4074844.076923077
8,42,4074844.076923077
8,76,4074844.076923077
8,73,4074844.076923077
8,89,4074844.076923077
8,82,4074844.076923077
8,53,4074844.076923077
8,78,4074844.076923077
8,74,4074844.076923077
8,77,4074844.076923077
8,30,4074844.076923077
8,65,4074844.076923077
8,81,4074844.076923077
8,49,4074844.076923077
8,52,4074844.076923077
8,55,4074844.076923077
8,72,4074844.076923077
8,38,4074844.076923077
8,84,4074844.076923077
8,33,4074844.076923077
8,46,4074844.076923077
8,60,4074844.076923077
8,67,4074844.076923077
8,50,4074844.076923077
8,75,4074844.076923077
8,31,4074844.076923077
8,36,4074844.076923077
8,68,4074844.076923077
8,69,4074844.076923077
16,61,178783.78846153847
16,44,178783.78846153847
16,90,178783.78846153847
16,57,178783.78846153847
16,63,178783.78846153847
16,56,178783.78846153847
16,64,178783.78846153847
16,32,178783.78846153847
16,87,178783.78846153847
16,43,178783.78846153847
16,86,178783.78846153847
16,92,178783.78846153847
16,28,178783.78846153847
16,54,178783.78846153847
16,48,178783.78846153847
16,47,178783.78846153847
16,58,178783.78846153847
16,37,178783.78846153847
16,39,178783.78846153847
16,91,178783.78846153847
16,88,178783.78846153847
16,45,178783.78846153847
16,27,178783.78846153847
16,29,178783.78846153847
16,62,178783.78846153847
16,26,178783.78846153847
16,71,178783.78846153847
16,40,178783.78846153847
16,80,178783.78846153847
16,35,178783.78846153847
16,70,178783.78846153847
16,66,178783.78846153847
16,34,178783.78846153847
16,79,178783.78846153847
16,41,178783.78846153847
16,83,178783.78846153847
16,51,178783.78846153847
16,85,178783.78846153847
16,59,178783.78846153847
16,42,178783.78846153847
16,76,178783.78846153847
16,73,178783.78846153847
16,89,178783.78846153847
16,82,178783.78846153847
16,53,178783.78846153847
16,78,178783.78846153847
16,74,178783.78846153847
16,77,178783.78846153847
16,30,178783.78846153847
16,65,178783.78846153847
16,81,178783.78846153847
16,49,178783.78846153847
16,52,178783.78846153847
16,55,178783.78846153847
16,72,178783.78846153847
16,38,178783.78846153847
16,84,178783.78846153847
16,33,178783.78846153847
16,46,178783.78846153847
16,60,178783.78846153847
16,67,178783.78846153847
16,50,178783.78846153847
16,75,178783.78846153847
16,31,178783.78846153847
16,36,178783.78846153847
16,68,178783.78846153847
16,69,178783.78846153847
24,78,12828967.423076924
24,53,12828967.423076924
24,49,12828967.423076924
24,73,12828967.423076924
24,59,12828967.423076924
24,85,12828967.423076924
24,82,12828967.423076924
24,38,12828967.423076924
24,76,12828967.423076924
24,52,12828967.423076924
24,74,12828967.423076924
24,77,12828967.423076924
24,65,12828967.423076924
24,51,12828967.423076924
24,30,12828967.423076924
24,33,12828967.423076924
24,34,12828967.423076924
24,89,12828967.423076924
24,55,12828967.423076924
24,81,12828967.423076924
24,72,12828967.423076924
24,66,12828967.423076924
24,46,12828967.423076924
24,60,12828967.423076924
24,84,12828967.423076924
24,42,12828967.423076924
24,26,12828967.423076924
24,50,12828967.423076924
24,62,12828967.423076924
24,67,12828967.423076924
24,79,12828967.423076924
24,29,12828967.423076924
24,45,12828967.423076924
24,83,12828967.423076924
24,75,12828967.423076924
24,88,12828967.423076924
24,37,12828967.423076924
24,39,12828967.423076924
24,35,12828967.423076924
24,40,12828967.423076924
24,27,12828967.423076924
24,36,12828967.423076924
24,48,12828967.423076924
24,58,12828967.423076924
24,86,12828967.423076924
24,87,12828967.423076924
24,31,12828967.423076924
24,70,12828967.423076924
24,64,12828967.423076924
24,68,12828967.423076924
24,57,12828967.423076924
24,90,12828967.423076924
24,61,12828967.423076924
24,44,12828967.423076924
24,43,12828967.423076924
24,63,12828967.423076924
24,56,12828967.423076924
24,32,12828967.423076924
24,92,12828967.423076924
24,28,12828967.423076924
24,54,12828967.423076924
24,47,12828967.423076924
24,69,12828967.423076924
24,91,12828967.423076924
24,71,12828967.423076924
24,80,12828967.423076924
24,41,12828967.423076924
21,31,848925.8461538462
21,68,848925.8461538462
21,75,848925.8461538462
21,67,848925.8461538462
21,84,848925.8461538462
21,72,848925.8461538462
21,50,848925.8461538462
21,36,848925.8461538462
21,46,848925.8461538462
21,55,848925.8461538462
21,52,848925.8461538462
21,60,848925.8461538462
21,30,848925.8461538462
21,38,848925.8461538462
21,74,848925.8461538462
21,33,848925.8461538462
21,49,848925.8461538462
21,78,848925.8461538462
21,69,848925.8461538462
21,73,848925.8461538462
21,81,848925.8461538462
21,82,848925.8461538462
21,89,848925.8461538462
21,65,848925.8461538462
21,53,848925.8461538462
21,59,848925.8461538462
21,85,848925.8461538462
21,42,848925.8461538462
21,76,848925.8461538462
21,77,848925.8461538462
21,51,848925.8461538462
21,34,848925.8461538462
21,66,848925.8461538462
21,83,848925.8461538462
21,26,848925.8461538462
21,35,848925.8461538462
21,62,848925.8461538462
21,79,848925.8461538462
21,40,848925.8461538462
21,29,848925.8461538462
21,45,848925.8461538462
21,70,848925.8461538462
21,88,848925.8461538462
21,37,848925.8461538462
21,39,848925.8461538462
21,27,848925.8461538462
21,48,848925.8461538462
21,58,848925.8461538462
21,86,848925.8461538462
21,87,848925.8461538462
21,64,848925.8461538462
21,57,848925.8461538462
21,90,848925.8461538462
21,61,848925.8461538462
21,44,848925.8461538462
21,43,848925.8461538462
21,63,848925.8461538462
21,56,848925.8461538462
21,32,848925.8461538462
21,92,848925.8461538462
21,28,848925.8461538462
21,54,848925.8461538462
21,47,848925.8461538462
21,91,848925.8461538462
21,71,848925.8461538462
21,80,848925.8461538462
21,41,848925.8461538462
5,66,4482328.480769231
5,26,4482328.480769231
5,34,4482328.480769231
5,79,4482328.480769231
5,85,4482328.480769231
5,62,4482328.480769231
5,29,4482328.480769231
5,59,4482328.480769231
5,45,4482328.480769231
5,35,4482328.480769231
5,42,4482328.480769231
5,88,4482328.480769231
5,51,4482328.480769231
5,37,4482328.480769231
5,76,4482328.480769231
5,89,4482328.480769231
5,73,4482328.480769231
5,39,4482328.480769231
5,83,4482328.480769231
5,82,4482328.480769231
5,53,4482328.480769231
5,40,4482328.480769231
5,48,4482328.480769231
5,58,4482328.480769231
5,27,4482328.480769231
5,86,4482328.480769231
5,70,4482328.480769231
5,78,4482328.480769231
5,87,4482328.480769231
5,74,4482328.480769231
5,77,4482328.480769231
5,30,4482328.480769231
5,64,4482328.480769231
5,65,4482328.480769231
5,81,4482328.480769231
5,57,4482328.480769231
5,49,4482328.480769231
5,52,4482328.480769231
5,55,4482328.480769231
5,90,4482328.480769231
5,72,4482328.480769231
5,61,4482328.480769231
5,38,4482328.480769231
5,84,4482328.480769231
5,33,4482328.480769231
5,46,4482328.480769231
5,44,4482328.480769231
5,60,4482328.480769231
5,43,4482328.480769231
5,67,4482328.480769231
5,50,4482328.480769231
5,63,4482328.480769231
5,56,4482328.480769231
5,75,4482328.480769231
5,32,4482328.480769231
5,92,4482328.480769231
5,28,4482328.480769231
5,54,4482328.480769231
5,47,4482328.480769231
5,31,4482328.480769231
5,36,4482328.480769231
5,68,4482328.480769231
5,91,4482328.480769231
5,71,4482328.480769231
5,80,4482328.480769231
5,41,4482328.480769231
5,69,4482328.480769231
4,59,4074844.076923077
4,85,4074844.076923077
4,73,4074844.076923077
4,82,4074844.076923077
4,34,4074844.076923077
4,51,4074844.076923077
4,76,4074844.076923077
4,66,4074844.076923077
4,78,4074844.076923077
4,53,4074844.076923077
4,89,4074844.076923077
4,74,4074844.076923077
4,42,4074844.076923077
4,26,4074844.076923077
4,30,4074844.076923077
4,62,4074844.076923077
4,79,4074844.076923077
4,49,4074844.076923077
4,77,4074844.076923077
4,29,4074844.076923077
4,38,4074844.076923077
4,45,4074844.076923077
4,52,4074844.076923077
4,35,4074844.076923077
4,88,4074844.076923077
4,65,4074844.076923077
4,55,4074844.076923077
4,37,4074844.076923077
4,81,4074844.076923077
4,39,4074844.076923077
4,72,4074844.076923077
4,83,4074844.076923077
4,84,4074844.076923077
4,27,4074844.076923077
4,40,4074844.076923077
4,48,4074844.076923077
4,58,4074844.076923077
4,86,4074844.076923077
4,46,4074844.076923077
4,70,4074844.076923077
4,87,4074844.076923077
4,67,4074844.076923077
4,33,4074844.076923077
4,64,4074844.076923077
4,50,4074844.076923077
4,60,4074844.076923077
4,75,4074844.076923077
4,57,4074844.076923077
4,90,4074844.076923077
4,36,4074844.076923077
4,61,4074844.076923077
4,31,4074844.076923077
4,44,4074844.076923077
4,68,4074844.076923077
4,43,4074844.076923077
4,63,4074844.076923077
4,56,4074844.076923077
4,32,4074844.076923077
4,92,4074844.076923077
4,28,4074844.076923077
4,54,4074844.076923077
4,47,4074844.076923077
4,91,4074844.076923077
4,71,4074844.076923077
4,80,4074844.076923077
4,69,4074844.076923077
4,41,4074844.076923077
22,73,1018711.0192307692
22,82,1018711.0192307692
22,59,1018711.0192307692
22,89,1018711.0192307692
22,85,1018711.0192307692
22,74,1018711.0192307692
22,30,1018711.0192307692
22,78,1018711.0192307692
22,42,1018711.0192307692
22,51,1018711.0192307692
22,53,1018711.0192307692
22,34,1018711.0192307692
22,76,1018711.0192307692
22,66,1018711.0192307692
22,79,1018711.0192307692
22,49,1018711.0192307692
22,55,1018711.0192307692
22,52,1018711.0192307692
22,72,1018711.0192307692
22,77,1018711.0192307692
22,26,1018711.0192307692
22,83,1018711.0192307692
22,62,1018711.0192307692
22,38,1018711.0192307692
22,84,1018711.0192307692
22,65,1018711.0192307692
22,35,1018711.0192307692
22,81,1018711.0192307692
22,46,1018711.0192307692
22,29,1018711.0192307692
22,40,1018711.0192307692
22,45,1018711.0192307692
22,88,1018711.0192307692
22,67,1018711.0192307692
22,37,1018711.0192307692
22,39,1018711.0192307692
22,70,1018711.0192307692
22,50,1018711.0192307692
22,75,1018711.0192307692
22,48,1018711.0192307692
22,58,1018711.0192307692
22,86,1018711.0192307692
22,33,1018711.0192307692
22,27,1018711.0192307692
22,87,1018711.0192307692
22,60,1018711.0192307692
22,64,1018711.0192307692
22,31,1018711.0192307692
22,57,1018711.0192307692
22,36,1018711.0192307692
22,68,1018711.0192307692
22,90,1018711.0192307692
22,61,1018711.0192307692
22,44,1018711.0192307692
22,43,1018711.0192307692
22,63,1018711.0192307692
22,56,1018711.0192307692
22,32,1018711.0192307692
22,92,1018711.0192307692
22,28,1018711.0192307692
22,54,1018711.0192307692
22,47,1018711.0192307692
22,91,1018711.0192307692
22,69,1018711.0192307692
22,71,1018711.0192307692
22,80,1018711.0192307692
22,41,1018711.0192307692
19,53,263167.01923076925
19,77,263167.01923076925
19,76,263167.01923076925
19,51,263167.01923076925
19,78,263167.01923076925
19,85,263167.01923076925
19,65,263167.01923076925
19,34,263167.01923076925
19,81,263167.01923076925
19,49,263167.01923076925
19,59,263167.01923076925
19,73,263167.01923076925
19,38,263167.01923076925
19,82,263167.01923076925
19,66,263167.01923076925
19,62,263167.01923076925
19,33,263167.01923076925
19,74,263167.01923076925
19,52,263167.01923076925
19,26,263167.01923076925
19,60,263167.01923076925
19,30,263167.01923076925
19,89,263167.01923076925
19,79,263167.01923076925
19,45,263167.01923076925
19,55,263167.01923076925
19,72,263167.01923076925
19,39,263167.01923076925
19,29,263167.01923076925
19,84,263167.01923076925
19,42,263167.01923076925
19,35,263167.01923076925
19,88,263167.01923076925
19,37,263167.01923076925
